MC215,SB2,3,60,2 
MC122,TBD,2,60,2 
MC125,MS,3,60,2 
MC124,RM2,3,60,2
ED121,PK2,3,60,2
MC221,GP,3,60,4 
MC222,NKS,3,60,4 
MC223,PB,3,60,4 
MC224,VS,3,60,4 
IT422,RM,3,70,4
IE402,MKR,3,40,4
IE410,TKM,3,20,4
MC225,SK,3,60,4 
MC226,RG,2,60,4
MC321,PA,3,60,6
