SC613,BC,3,50,1
SC614,TB,3,50,1
IT605,RM,3,50,1
IT607,MB,3,50,1
IT641,BG,3,50,3
IT642,BC,3,50,3
HM403,CJ,3,10,3
HM333,NB,3,30,3
HM492,GV,3,10,3
