IT314,ST,3,200	
IT304,PKS,3,200	
CT303,AJ,3,200
CS374,MKR,3,100
IE402,MK2,3,50
IE411,SS,3,20 
IE407,VSP,3,50 
IE406,MVJ,3,18 
IE408,RLD,3,25
