IC101,AKR,1
SC107,MKG,3
EL111,SM,3
PC110,AM,3
IT112,BKG,3
HM218,SJ,3
CT204,HP,3
IT216,PB,3
IT227,AT,3
SC223,ST,3
IT314,PKS,3
IT304,AJ,3
IE402,SS,3
IE411,VSP,3
IE407,MVJ,3
IE406,RLD,3
IE408,PD,3
