SC602,NKS,3,25,2,Numerical Methods for Data Science,mSC(DS)
SC601,AT,2,25,2,Optimization,mSC(DS)
IT608,SB,3,25,2,Machine Learning,mSC(DS)
IT609,TBD,2,25,2,Big Data Processing,mSC(DS)
IT412,SDG,3,19,2,Natural Language Processing,mSC(DS)
